Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for, ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,Total  uniform visas issued (including MEV),Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs)",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas,Year
Croatia,AZERBAIJAN,BAKU,,,,,,923.0,755.0,630.0,0.8344370860927153,3.0,112.0,0.12873563218390804,923.0,758.0,112.0,0.12873563218390804,2023
Croatia,BELGIUM,BRUSSELS,,,,,,3.0,0.0,0.0,,0.0,1.0,1.0,3.0,,1.0,,2023
Croatia,BOSNIA AND HERZEGOVINA,BANJA LUKA,,,,,,22.0,20.0,13.0,0.65,10.0,0.0,0.0,22.0,30.0,,,2023
Croatia,BOSNIA AND HERZEGOVINA,LIVNO,,,,,,6.0,6.0,6.0,1.0,0.0,0.0,0.0,6.0,6.0,,,2023
Croatia,BOSNIA AND HERZEGOVINA,MOSTAR,,,,,,57.0,52.0,15.0,0.28846153846153844,1.0,3.0,0.05357142857142857,57.0,53.0,3.0,0.05357142857142857,2023
Croatia,BOSNIA AND HERZEGOVINA,ORASJE,,,,,,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,,,2023
Croatia,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,124.0,107.0,102.0,0.9532710280373832,0.0,12.0,0.10084033613445378,124.0,107.0,12.0,0.10084033613445378,2023
Croatia,BOSNIA AND HERZEGOVINA,TUZLA,,,,,,10.0,10.0,8.0,0.8,0.0,0.0,0.0,10.0,10.0,,,2023
Croatia,BRAZIL,BRASILIA,,,,,,4.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,,,2023
Croatia,BULGARIA,SOFIA,,,,,,109.0,94.0,88.0,0.9361702127659575,1.0,11.0,0.10377358490566038,109.0,95.0,11.0,0.10377358490566038,2023
Croatia,CANADA,MISSISSAUGA,,,,,,169.0,161.0,160.0,0.9937888198757764,0.0,4.0,0.024242424242424242,169.0,161.0,4.0,0.024242424242424242,2023
Croatia,CANADA,OTTAWA,,,,,,86.0,77.0,59.0,0.7662337662337663,0.0,4.0,0.04938271604938271,86.0,77.0,4.0,0.04938271604938271,2023
Croatia,CHILE,SANTIAGO DE CHILE,,,,,,197.0,121.0,62.0,0.512396694214876,7.0,72.0,0.36,197.0,128.0,72.0,0.36,2023
Croatia,CHINA,BEIJING,,,,,,4447.0,4084.0,2248.0,0.5504407443682664,11.0,339.0,0.07645466847090664,4447.0,4095.0,339.0,0.07645466847090664,2023
Croatia,EGYPT,CAIRO,,,,,,1862.0,965.0,640.0,0.6632124352331606,0.0,878.0,0.47639717851329355,1862.0,965.0,878.0,0.47639717851329355,2023
Croatia,FINLAND,HELSINKI,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2023
Croatia,FRANCE,PARIS,,,,,,7.0,3.0,2.0,0.6666666666666666,1.0,0.0,0.0,7.0,4.0,,,2023
Croatia,GERMANY,BERLIN,,,,,,2.0,2.0,1.0,0.5,0.0,0.0,0.0,2.0,2.0,,,2023
Croatia,GERMANY,FRANKFURT/MAIN,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2023
Croatia,GERMANY,HAMBURG,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,,2023
Croatia,GERMANY,MUNICH,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2023
Croatia,GREECE,ATHENS,,,,,,427.0,363.0,56.0,0.15426997245179064,0.0,42.0,0.1037037037037037,427.0,363.0,42.0,0.1037037037037037,2023
Croatia,INDIA,NEW DELHI,,,,,,2154.0,1466.0,1163.0,0.7933151432469304,30.0,569.0,0.27554479418886196,2154.0,1496.0,569.0,0.27554479418886196,2023
Croatia,INDONESIA,JAKARTA,,,,,,3099.0,2794.0,2461.0,0.8808160343593414,3.0,264.0,0.08624632473048023,3099.0,2797.0,264.0,0.08624632473048023,2023
Croatia,IRAN,TEHERAN,,,,,,1016.0,535.0,90.0,0.16822429906542055,4.0,460.0,0.46046046046046046,1016.0,539.0,460.0,0.46046046046046046,2023
Croatia,IRAQ,BAGHDAD,,,,,,303.0,235.0,63.0,0.2680851063829787,17.0,63.0,0.2,303.0,252.0,63.0,0.2,2023
Croatia,IRELAND,DUBLIN,,,,,,477.0,436.0,237.0,0.5435779816513762,8.0,19.0,0.04103671706263499,477.0,444.0,19.0,0.04103671706263499,2023
Croatia,ISRAEL,TEL AVIV,,,,,,107.0,95.0,67.0,0.7052631578947368,24.0,6.0,0.048,107.0,119.0,6.0,0.048,2023
Croatia,ITALY,ROME,,,,,,14.0,11.0,8.0,0.7272727272727273,0.0,2.0,0.15384615384615385,14.0,11.0,2.0,0.15384615384615385,2023
Croatia,JAPAN,TOKYO,,,,,,59.0,58.0,43.0,0.7413793103448276,1.0,0.0,0.0,59.0,59.0,,,2023
Croatia,KAZAKHSTAN,ASTANA,,,,,,1369.0,1100.0,465.0,0.42272727272727273,8.0,200.0,0.1529051987767584,1369.0,1108.0,200.0,0.1529051987767584,2023
Croatia,KOSOVO,PRISTINA,,,,,,3165.0,2728.0,1146.0,0.42008797653958946,53.0,410.0,0.12848636790974616,3165.0,2781.0,410.0,0.12848636790974616,2023
Croatia,KUWAIT,KUWAIT,,,,,,531.0,453.0,420.0,0.9271523178807947,1.0,52.0,0.10276679841897234,531.0,454.0,52.0,0.10276679841897234,2023
Croatia,MONTENEGRO,KOTOR,,,,,,541.0,482.0,273.0,0.5663900414937759,22.0,52.0,0.09352517985611511,541.0,504.0,52.0,0.09352517985611511,2023
Croatia,MONTENEGRO,PODGORICA,,,,,,397.0,315.0,117.0,0.37142857142857144,3.0,49.0,0.1335149863760218,397.0,318.0,49.0,0.1335149863760218,2023
Croatia,MOROCCO,RABAT,,,,,,861.0,303.0,141.0,0.46534653465346537,1.0,522.0,0.6319612590799032,861.0,304.0,522.0,0.6319612590799032,2023
Croatia,NORTH MACEDONIA,SKOPJE,,,,,,19.0,15.0,13.0,0.8666666666666667,4.0,4.0,0.17391304347826086,19.0,19.0,4.0,0.17391304347826086,2023
Croatia,POLAND,WARSAW,,,,,,31.0,24.0,14.0,0.5833333333333334,0.0,0.0,0.0,31.0,24.0,,,2023
Croatia,PORTUGAL,LISBON,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,,2023
Croatia,QATAR,DOHA,,,,,,3274.0,1476.0,919.0,0.6226287262872628,28.0,1513.0,0.5014915478952602,3274.0,1504.0,1513.0,0.5014915478952602,2023
Croatia,ROMANIA,BUCHAREST,,,,,,87.0,55.0,47.0,0.8545454545454545,0.0,8.0,0.12698412698412698,87.0,55.0,8.0,0.12698412698412698,2023
Croatia,RUSSIAN FEDERATION,MOSCOW,,,,,,1524.0,1406.0,1061.0,0.7546230440967283,21.0,84.0,0.05559232296492389,1524.0,1427.0,84.0,0.05559232296492389,2023
Croatia,SERBIA,BELGRADE,,,,,,354.0,302.0,121.0,0.40066225165562913,3.0,25.0,0.07575757575757576,354.0,305.0,25.0,0.07575757575757576,2023
Croatia,SERBIA,SUBOTICA,,,,,,104.0,87.0,43.0,0.4942528735632184,0.0,13.0,0.13,104.0,87.0,13.0,0.13,2023
Croatia,SLOVENIA,LJUBLJANA,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2023
Croatia,SOUTH AFRICA,PRETORIA,,,,,,4141.0,3674.0,2302.0,0.6265650517147523,5.0,417.0,0.101806640625,4141.0,3679.0,417.0,0.101806640625,2023
Croatia,SOUTH KOREA,SEOUL,,,,,,22.0,19.0,3.0,0.15789473684210525,0.0,2.0,0.09523809523809523,22.0,19.0,2.0,0.09523809523809523,2023
Croatia,SPAIN,MADRID,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2023
Croatia,SWITZERLAND,BERN,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,2023
Croatia,TÜRKIYE,ANKARA,,,,,,966.0,806.0,226.0,0.2803970223325062,0.0,129.0,0.13796791443850268,966.0,806.0,129.0,0.13796791443850268,2023
Croatia,TÜRKIYE,ISTANBUL,,,,,,2083.0,1546.0,1276.0,0.8253557567917206,54.0,462.0,0.22405431619786614,2083.0,1600.0,462.0,0.22405431619786614,2023
Croatia,UNITED KINGDOM,LONDON,,,,,,1548.0,1462.0,976.0,0.667578659370725,11.0,53.0,0.03473132372214941,1548.0,1473.0,53.0,0.03473132372214941,2023
Croatia,USA,"CHICAGO, IL",,,,,,121.0,120.0,83.0,0.6916666666666667,9.0,0.0,0.0,121.0,129.0,,,2023
Croatia,USA,"LOS ANGELES, CA",,,,,,217.0,211.0,160.0,0.7582938388625592,0.0,0.0,0.0,217.0,211.0,,,2023
Croatia,USA,"NEW YORK, NY",,,,,,274.0,269.0,130.0,0.483271375464684,0.0,1.0,0.003703703703703704,274.0,269.0,1.0,0.003703703703703704,2023
Croatia,USA,"WASHINGTON, DC",,,,,,109.0,105.0,69.0,0.6571428571428571,0.0,0.0,0.0,109.0,105.0,,,2023
Czech Republic,ALBANIA,TIRANA,,,,,,27.0,24.0,4.0,0.16666666666666666,1.0,2.0,0.07407407407407407,27.0,25.0,2.0,0.07407407407407407,2023
Czech Republic,ALGERIA,ALGIERS,,,,,,572.0,395.0,76.0,0.19240506329113924,,177.0,0.3094405594405594,572.0,395.0,177.0,0.3094405594405594,2023
Czech Republic,ARGENTINA,BUENOS AIRES,,,,,,6.0,6.0,2.0,0.3333333333333333,,,0.0,6.0,6.0,,,2023
Czech Republic,ARMENIA,YEREVAN,,,,,,3043.0,2842.0,1028.0,0.36171710063335677,,199.0,0.0654390003288392,3043.0,2842.0,199.0,0.0654390003288392,2023
Czech Republic,AUSTRALIA,SYDNEY,,,,,,163.0,162.0,6.0,0.037037037037037035,,1.0,0.006134969325153374,163.0,162.0,1.0,0.006134969325153374,2023
Czech Republic,AZERBAIJAN,BAKU,,,,,,5313.0,4980.0,1171.0,0.235140562248996,2.0,331.0,0.06230001882175795,5313.0,4982.0,331.0,0.06230001882175795,2023
Czech Republic,BELARUS,MINSK,,,,,,147.0,147.0,143.0,0.9727891156462585,,,0.0,147.0,147.0,,,2023
Czech Republic,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,60.0,56.0,1.0,0.017857142857142856,,4.0,0.06666666666666667,60.0,56.0,4.0,0.06666666666666667,2023
Czech Republic,BRAZIL,BRASILIA,,,,,,1.0,1.0,1.0,1.0,,,0.0,1.0,1.0,,,2023
Czech Republic,BRAZIL,SAO PAULO,,,,,,20.0,10.0,8.0,0.8,,10.0,0.5,20.0,10.0,10.0,0.5,2023
Czech Republic,BULGARIA,SOFIA,,,,,,51.0,50.0,26.0,0.52,,1.0,0.0196078431372549,51.0,50.0,1.0,0.0196078431372549,2023
Czech Republic,CANADA,OTTAWA,,,,,,88.0,81.0,6.0,0.07407407407407407,,7.0,0.07954545454545454,88.0,81.0,7.0,0.07954545454545454,2023
Czech Republic,CANADA,TORONTO,,,,,,451.0,433.0,86.0,0.19861431870669746,,18.0,0.03991130820399113,451.0,433.0,18.0,0.03991130820399113,2023
Czech Republic,CHILE,SANTIAGO DE CHILE,,,,,,38.0,21.0,4.0,0.19047619047619047,,15.0,0.4166666666666667,38.0,21.0,15.0,0.4166666666666667,2023
Czech Republic,CHINA,BEIJING,,,,,,6206.0,5631.0,388.0,0.06890427987923992,,575.0,0.0926522719948437,6206.0,5631.0,575.0,0.0926522719948437,2023
Czech Republic,CHINA,SHANGHAI,,,,,,4710.0,4104.0,208.0,0.050682261208576995,,606.0,0.1286624203821656,4710.0,4104.0,606.0,0.1286624203821656,2023
Czech Republic,COLOMBIA,BOGOTA,,,,,,4.0,4.0,2.0,0.5,,,0.0,4.0,4.0,,,2023
Czech Republic,CUBA,HAVANA,,,,,,338.0,206.0,22.0,0.10679611650485436,,130.0,0.3869047619047619,338.0,206.0,130.0,0.3869047619047619,2023
Czech Republic,EGYPT,CAIRO,,,,,,1735.0,1362.0,273.0,0.20044052863436124,,373.0,0.21498559077809798,1735.0,1362.0,373.0,0.21498559077809798,2023
Czech Republic,ETHIOPIA,ADDIS ABEBA,,,,,,326.0,309.0,32.0,0.10355987055016182,,17.0,0.05214723926380368,326.0,309.0,17.0,0.05214723926380368,2023
Czech Republic,GEORGIA,TBILISSI,,,,,,135.0,80.0,31.0,0.3875,,55.0,0.4074074074074074,135.0,80.0,55.0,0.4074074074074074,2023
Czech Republic,GERMANY,DRESDEN,,,,,,6.0,4.0,4.0,1.0,2.0,,0.0,6.0,6.0,,,2023
Czech Republic,GHANA,ACCRA,1.0,,,1.0,1.0,772.0,329.0,32.0,0.0972644376899696,,443.0,0.5738341968911918,773.0,329.0,444.0,0.574385510996119,2023
Czech Republic,HONG KONG S.A.R.,HONG KONG,,,,,,218.0,213.0,15.0,0.07042253521126761,,5.0,0.022935779816513763,218.0,213.0,5.0,0.022935779816513763,2023
Czech Republic,INDIA,NEW DELHI,,,,,,15051.0,10853.0,2126.0,0.19589053717866028,1.0,4197.0,0.27885190352800476,15051.0,10854.0,4197.0,0.27885190352800476,2023
Czech Republic,INDONESIA,JAKARTA,,,,,,1914.0,1889.0,435.0,0.23028057173107463,,25.0,0.013061650992685475,1914.0,1889.0,25.0,0.013061650992685475,2023
Czech Republic,IRAN,TEHERAN,,,,,,2089.0,1515.0,108.0,0.07128712871287128,,574.0,0.27477261847774054,2089.0,1515.0,574.0,0.27477261847774054,2023
Czech Republic,IRAQ,BAGHDAD,,,,,,424.0,391.0,208.0,0.5319693094629157,32.0,,0.0,424.0,423.0,,,2023
Czech Republic,IRAQ,ERBIL,,,,,,870.0,457.0,31.0,0.06783369803063458,14.0,399.0,0.4586206896551724,870.0,471.0,399.0,0.4586206896551724,2023
Czech Republic,IRELAND,DUBLIN,,,,,,592.0,588.0,198.0,0.336734693877551,,4.0,0.006756756756756757,592.0,588.0,4.0,0.006756756756756757,2023
Czech Republic,ISRAEL,TEL AVIV,,,,,,154.0,143.0,22.0,0.15384615384615385,1.0,10.0,0.06493506493506493,154.0,144.0,10.0,0.06493506493506493,2023
Czech Republic,JAPAN,TOKYO,,,,,,185.0,185.0,7.0,0.03783783783783784,,,0.0,185.0,185.0,,,2023
Czech Republic,JORDAN,AMMAN,,,,,,1790.0,1249.0,122.0,0.0976781425140112,11.0,530.0,0.29608938547486036,1790.0,1260.0,530.0,0.29608938547486036,2023
Czech Republic,KAZAKHSTAN,ASTANA,,,,,,11357.0,9707.0,779.0,0.08025136499433398,4.0,1646.0,0.1449326406621467,11357.0,9711.0,1646.0,0.1449326406621467,2023
Czech Republic,KENYA,NAIROBI,,,,,,523.0,442.0,25.0,0.05656108597285068,,81.0,0.15487571701720843,523.0,442.0,81.0,0.15487571701720843,2023
Czech Republic,KUWAIT,KUWAIT,,,,,,6952.0,6329.0,5942.0,0.9388528993521883,,623.0,0.089614499424626,6952.0,6329.0,623.0,0.089614499424626,2023
Czech Republic,LEBANON,BEIRUT,,,,,,1254.0,893.0,224.0,0.25083986562150057,7.0,354.0,0.2822966507177033,1254.0,900.0,354.0,0.2822966507177033,2023
Czech Republic,MALAYSIA,KUALA LUMPUR,,,,,,118.0,80.0,20.0,0.25,,38.0,0.3220338983050847,118.0,80.0,38.0,0.3220338983050847,2023
Czech Republic,MEXICO,MEXICO CITY,,,,,,39.0,37.0,15.0,0.40540540540540543,,2.0,0.05128205128205128,39.0,37.0,2.0,0.05128205128205128,2023
Czech Republic,MOLDOVA,CHISINAU,,,,,,692.0,681.0,23.0,0.033773861967694566,,11.0,0.015895953757225433,692.0,681.0,11.0,0.015895953757225433,2023
Czech Republic,MONGOLIA,ULAN BATOR,,,,,,4175.0,2683.0,125.0,0.04658963846440552,,1492.0,0.35736526946107783,4175.0,2683.0,1492.0,0.35736526946107783,2023
Czech Republic,MOROCCO,RABAT,,,,,,664.0,502.0,202.0,0.40239043824701193,,162.0,0.24397590361445784,664.0,502.0,162.0,0.24397590361445784,2023
Czech Republic,NIGERIA,ABUJA,,,,,,584.0,315.0,45.0,0.14285714285714285,3.0,265.0,0.45454545454545453,584.0,318.0,265.0,0.45454545454545453,2023
Czech Republic,NORTH MACEDONIA,SKOPJE,,,,,,515.0,91.0,80.0,0.8791208791208791,376.0,48.0,0.09320388349514563,515.0,467.0,48.0,0.09320388349514563,2023
Czech Republic,PAKISTAN,ISLAMABAD,,,,,,642.0,314.0,65.0,0.2070063694267516,4.0,324.0,0.5046728971962616,642.0,318.0,324.0,0.5046728971962616,2023
Czech Republic,PERU,LIMA,,,,,,62.0,54.0,4.0,0.07407407407407407,,8.0,0.12903225806451613,62.0,54.0,8.0,0.12903225806451613,2023
Czech Republic,PHILIPPINES,MANILA,,,,,,3234.0,2905.0,1171.0,0.4030981067125645,,329.0,0.10173160173160173,3234.0,2905.0,329.0,0.10173160173160173,2023
Czech Republic,POLAND,WARSAW,,,,,,1.0,1.0,,0.0,,,0.0,1.0,1.0,,,2023
Czech Republic,QATAR,DOHA,,,,,,1162.0,782.0,421.0,0.5383631713554987,7.0,373.0,0.32099827882960413,1162.0,789.0,373.0,0.32099827882960413,2023
Czech Republic,ROMANIA,BUCHAREST,,,,,,153.0,142.0,32.0,0.22535211267605634,,11.0,0.0718954248366013,153.0,142.0,11.0,0.0718954248366013,2023
Czech Republic,RUSSIAN FEDERATION,MOSCOW,,,,,,283.0,262.0,161.0,0.6145038167938931,,18.0,0.06428571428571428,283.0,262.0,18.0,0.06428571428571428,2023
Czech Republic,SAUDI ARABIA,RIYADH,,,,,,15450.0,14488.0,13479.0,0.9303561568194367,10.0,952.0,0.06161812297734628,15450.0,14498.0,952.0,0.06161812297734628,2023
Czech Republic,SENEGAL,DAKAR,,,,,,242.0,134.0,37.0,0.27611940298507465,1.0,107.0,0.44214876033057854,242.0,135.0,107.0,0.44214876033057854,2023
Czech Republic,SERBIA,BELGRADE,,,,,,519.0,510.0,392.0,0.7686274509803922,1.0,8.0,0.015414258188824663,519.0,511.0,8.0,0.015414258188824663,2023
Czech Republic,SINGAPORE,SINGAPORE,,,,,,314.0,313.0,43.0,0.13738019169329074,,1.0,0.0031847133757961785,314.0,313.0,1.0,0.0031847133757961785,2023
Czech Republic,SLOVAKIA,BRATISLAVA,,,,,,2.0,1.0,1.0,1.0,,1.0,0.5,2.0,1.0,1.0,0.5,2023
Czech Republic,SOUTH AFRICA,PRETORIA,,,,,,2607.0,2411.0,671.0,0.27830775611779346,1.0,195.0,0.07479861910241657,2607.0,2412.0,195.0,0.07479861910241657,2023
Czech Republic,SOUTH KOREA,SEOUL,,,,,,111.0,102.0,15.0,0.14705882352941177,,9.0,0.08108108108108109,111.0,102.0,9.0,0.08108108108108109,2023
Czech Republic,SYRIA,DAMASCUS,,,,,,135.0,135.0,84.0,0.6222222222222222,,,0.0,135.0,135.0,,,2023
Czech Republic,TAIWAN,TAIPEI,,,,,,59.0,56.0,7.0,0.125,,3.0,0.05084745762711865,59.0,56.0,3.0,0.05084745762711865,2023
Czech Republic,THAILAND,BANGKOK,,,,,,3183.0,3060.0,40.0,0.013071895424836602,,123.0,0.03864278982092366,3183.0,3060.0,123.0,0.03864278982092366,2023
Czech Republic,TUNISIA,TUNIS,,,,,,834.0,478.0,80.0,0.16736401673640167,1.0,355.0,0.42565947242206237,834.0,479.0,355.0,0.42565947242206237,2023
Czech Republic,TÜRKIYE,ANKARA,,,,,,4676.0,4039.0,447.0,0.1106709581579599,1.0,636.0,0.1360136869118905,4676.0,4040.0,636.0,0.1360136869118905,2023
Czech Republic,TÜRKIYE,ISTANBUL,,,,,,11179.0,8547.0,4308.0,0.504036504036504,,2631.0,0.23537305421363391,11179.0,8547.0,2631.0,0.23537305421363391,2023
Czech Republic,UKRAINE,KYIV,,,,,,1.0,1.0,,0.0,,,0.0,1.0,1.0,,,2023
Czech Republic,UNITED ARAB EMIRATES,ABU DHABI,,,,,,7512.0,4692.0,1398.0,0.2979539641943734,67.0,2753.0,0.36648029818956335,7512.0,4759.0,2753.0,0.36648029818956335,2023
Czech Republic,UNITED KINGDOM,LONDON,,,,,,3398.0,3342.0,1619.0,0.48444045481747455,1.0,55.0,0.016185991759858742,3398.0,3343.0,55.0,0.016185991759858742,2023
Czech Republic,USA,"CHICAGO, IL",,,,,,254.0,244.0,65.0,0.26639344262295084,2.0,8.0,0.031496062992125984,254.0,246.0,8.0,0.031496062992125984,2023
Czech Republic,USA,"LOS ANGELES, CA",,,,,,255.0,243.0,14.0,0.05761316872427984,,12.0,0.047058823529411764,255.0,243.0,12.0,0.047058823529411764,2023
Czech Republic,USA,"NEW YORK, NY",,,,,,369.0,339.0,16.0,0.0471976401179941,,30.0,0.08130081300813008,369.0,339.0,30.0,0.08130081300813008,2023
Czech Republic,USA,"WASHINGTON, DC",,,,,,320.0,320.0,68.0,0.2125,,,0.0,320.0,320.0,,,2023
Czech Republic,UZBEKISTAN,TASHKENT,,,,,,4410.0,3046.0,341.0,0.11195009848982272,1.0,1363.0,0.3090702947845805,4410.0,3047.0,1363.0,0.3090702947845805,2023
Czech Republic,VIETNAM,HANOI,,,,,,2891.0,2466.0,18.0,0.0072992700729927005,1.0,424.0,0.14666205465236942,2891.0,2467.0,424.0,0.14666205465236942,2023
Czech Republic,ZAMBIA,LUSAKA,,,,,,210.0,151.0,56.0,0.3708609271523179,,59.0,0.28095238095238095,210.0,151.0,59.0,0.28095238095238095,2023
Denmark,BANGLADESH,DHAKA,2.0,,,2.0,1.0,1694.0,1271.0,238.0,0.1872541306058222,,394.0,0.23663663663663664,1696.0,1271.0,396.0,0.2375524895020996,2023
Denmark,BURKINA FASO,OUAGADOUGOU,,,,,,241.0,166.0,60.0,0.3614457831325301,,47.0,0.22065727699530516,241.0,166.0,47.0,0.22065727699530516,2023
Denmark,CHINA,BEIJING,,,,,,752.0,723.0,11.0,0.015214384508990318,,8.0,0.01094391244870041,752.0,723.0,8.0,0.01094391244870041,2023
Denmark,CHINA,GUANGZHOU (CANTON),1.0,,,1.0,1.0,12561.0,10623.0,6300.0,0.5930528099406948,,1454.0,0.12039413761695786,12562.0,10623.0,1455.0,0.12046696472925982,2023
Denmark,CHINA,SHANGHAI,,,,,,559.0,553.0,16.0,0.028933092224231464,,5.0,0.008960573476702509,559.0,553.0,5.0,0.008960573476702509,2023
Denmark,DENMARK,COPENHAGEN,,,,,,1843.0,1793.0,615.0,0.3430005577244841,2.0,3.0,0.0016685205784204673,1843.0,1795.0,3.0,0.0016685205784204673,2023
Denmark,EGYPT,CAIRO,,,,,,1247.0,889.0,446.0,0.5016872890888638,3.0,284.0,0.24149659863945577,1247.0,892.0,284.0,0.24149659863945577,2023
Denmark,GHANA,ACCRA,9.0,2.0,,6.0,0.75,3091.0,1333.0,207.0,0.15528882220555137,,1659.0,0.5544786096256684,3100.0,1335.0,1665.0,0.555,2023
Denmark,ICELAND,REYKJAVIK,,,,,,29.0,24.0,5.0,0.20833333333333334,,,0.0,29.0,24.0,,,2023
Denmark,INDIA,NEW DELHI,13.0,1.0,1.0,5.0,0.8333333333333334,16262.0,12194.0,7918.0,0.6493357388879777,1.0,3161.0,0.20584787705131544,16275.0,12196.0,3166.0,0.20609295664627,2023
Denmark,INDONESIA,JAKARTA,,,,,,4573.0,4199.0,829.0,0.19742795903786617,,295.0,0.06564307966177126,4573.0,4199.0,295.0,0.06564307966177126,2023
Denmark,IRAN,TEHERAN,,,,,,1563.0,973.0,267.0,0.2744090441932169,8.0,521.0,0.34687083888149134,1563.0,981.0,521.0,0.34687083888149134,2023
Denmark,KENYA,NAIROBI,3.0,1.0,1.0,,0.0,2949.0,1761.0,345.0,0.19591141396933562,8.0,972.0,0.35461510397665086,2952.0,1770.0,972.0,0.3544857768052516,2023
Denmark,LEBANON,BEIRUT,,,,,,962.0,541.0,199.0,0.3678373382624769,34.0,384.0,0.40041710114702816,962.0,575.0,384.0,0.40041710114702816,2023
Denmark,MALI,BAMAKO,,,,,,415.0,178.0,9.0,0.05056179775280899,,218.0,0.5505050505050505,415.0,178.0,218.0,0.5505050505050505,2023
Denmark,MEXICO,MEXICO CITY,,,,,,50.0,35.0,16.0,0.45714285714285713,,15.0,0.3,50.0,35.0,15.0,0.3,2023
Denmark,MOROCCO,RABAT,,,,,,2.0,,,,,2.0,1.0,2.0,,2.0,,2023
Denmark,NIGERIA,ABUJA,,,,,,1550.0,691.0,277.0,0.40086830680173663,,830.0,0.5456936226166995,1550.0,691.0,830.0,0.5456936226166995,2023
Denmark,PAKISTAN,ISLAMABAD,1.0,,,1.0,1.0,1753.0,723.0,369.0,0.5103734439834025,,943.0,0.5660264105642256,1754.0,723.0,944.0,0.5662867426514697,2023
Denmark,PHILIPPINES,MANILA,,,,,,4653.0,3951.0,2636.0,0.6671728676284485,2.0,613.0,0.13425317564607972,4653.0,3953.0,613.0,0.13425317564607972,2023
Denmark,SAUDI ARABIA,RIYADH,3.0,1.0,,1.0,0.5,1970.0,1637.0,404.0,0.24679291386682956,4.0,263.0,0.13813025210084034,1973.0,1642.0,264.0,0.1385099685204617,2023
Denmark,SINGAPORE,SINGAPORE,,,,,,2767.0,2670.0,324.0,0.12134831460674157,,51.0,0.018743109151047408,2767.0,2670.0,51.0,0.018743109151047408,2023
Denmark,THAILAND,BANGKOK,2.0,,,2.0,1.0,11538.0,10414.0,5867.0,0.5633762243134243,1.0,1181.0,0.10184546395308727,11540.0,10415.0,1183.0,0.1020003448870495,2023
Denmark,TÜRKIYE,ANKARA,4.0,1.0,1.0,,0.0,8719.0,4869.0,1085.0,0.2228383651673855,21.0,3175.0,0.393676379417235,8723.0,4891.0,3175.0,0.3936275725266551,2023
Denmark,UNITED ARAB EMIRATES,DUBAI,4.0,,,3.0,1.0,12794.0,7218.0,4827.0,0.6687448046550291,2.0,3366.0,0.31796712639334973,12798.0,7220.0,3369.0,0.31816035508546603,2023
Denmark,UNITED KINGDOM,LONDON,17.0,1.0,1.0,6.0,0.8571428571428571,7986.0,5725.0,2443.0,0.42672489082969434,12.0,1387.0,0.19469399213924762,8003.0,5738.0,1393.0,0.19534427149067451,2023
Denmark,USA,"NEW YORK, NY",4.0,,,1.0,1.0,5349.0,4632.0,863.0,0.18631260794473228,1.0,278.0,0.05660761555691305,5353.0,4633.0,279.0,0.056799674267100975,2023
Estonia,AUSTRALIA,CANBERRA,,,,,,55.0,49.0,13.0,0.2653061224489796,,5.0,0.09259259259259259,55.0,49.0,5.0,0.09259259259259259,2023
Estonia,BELARUS,MINSK,,,,,,1631.0,1473.0,1377.0,0.9348268839103869,10.0,143.0,0.08794587945879459,1631.0,1483.0,143.0,0.08794587945879459,2023
Estonia,CANADA,OTTAWA,,,,,,199.0,149.0,86.0,0.5771812080536913,,50.0,0.25125628140703515,199.0,149.0,50.0,0.25125628140703515,2023
Estonia,CHINA,BEIJING,,,,,,603.0,546.0,251.0,0.4597069597069597,,44.0,0.07457627118644068,603.0,546.0,44.0,0.07457627118644068,2023
Estonia,EGYPT,CAIRO,,,,,,341.0,136.0,23.0,0.16911764705882354,2.0,203.0,0.5953079178885631,341.0,138.0,203.0,0.5953079178885631,2023
Estonia,GEORGIA,TBILISSI,,,,,,155.0,102.0,9.0,0.08823529411764706,1.0,50.0,0.32679738562091504,155.0,103.0,50.0,0.32679738562091504,2023
